timestamp	original	file	reference
20160504022936	http://www.theroomz.yoyo.pl/danger/	20160504022936__d6dbb3744c81.html	data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAMAAAAoLQ9TAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAAyJpVFh0WE1MOmNvbS5hZG9iZS54bXAAAAAAADw/eHBhY2tldCBiZWdpbj0i77u/IiBpZD0iVzVNME1wQ2VoaUh6cmVTek5UY3prYzlkIj8+IDx4OnhtcG1ldGEgeG1sbnM6eD0iYWRvYmU6bnM6bWV0YS8iIHg6eG1wdGs9IkFkb2JlIFhNUCBDb3JlIDUuMC1jMDYxIDY0LjE0MDk0OSwgMjAxMC8xMi8wNy0xMDo1NzowMSAgICAgICAgIj4gPHJkZjpSREYgeG1sbnM6cmRmPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5LzAyLzIyLXJkZi1zeW50YXgtbnMjIj4gPHJkZjpEZXNjcmlwdGlvbiByZGY6YWJvdXQ9IiIgeG1sbnM6eG1wPSJodHRwOi8vbnMuYWRvYmUuY29tL3hhcC8xLjAvIiB4bWxuczp4bXBNTT0iaHR0cDovL25zLmFkb2JlLmNvbS94YXAvMS4wL21tLyIgeG1sbnM6c3RSZWY9Imh0dHA6Ly9ucy5hZG9iZS5jb20veGFwLzEuMC9zVHlwZS9SZXNvdXJjZVJlZiMiIHhtcDpDcmVhdG9yVG9vbD0iQWRvYmUgUGhvdG9zaG9wIENTNS4xIFdpbmRvd3MiIHhtcE1NOkluc3RhbmNlSUQ9InhtcC5paWQ6MzRFNEQ3NkJEMjRGMTFFMTk4RjA4NDhFNTEwRTcyMkIiIHhtcE1NOkRvY3VtZW50SUQ9InhtcC5kaWQ6MzRFNEQ3NkNEMjRGMTFFMTk4RjA4NDhFNTEwRTcyMkIiPiA8eG1wTU06RGVyaXZlZEZyb20gc3RSZWY6aW5zdGFuY2VJRD0ieG1wLmlpZDozNEU0RDc2OUQyNEYxMUUxOThGMDg0OEU1MTBFNzIyQiIgc3RSZWY6ZG9jdW1lbnRJRD0ieG1wLmRpZDozNEU0RDc2QUQyNEYxMUUxOThGMDg0OEU1MTBFNzIyQiIvPiA8L3JkZjpEZXNjcmlwdGlvbj4gPC9yZGY6UkRGPiA8L3g6eG1wbWV0YT4gPD94cGFja2V0IGVuZD0iciI/PukMAkAAAAEsUExURcbf8uXx+vb6/eXx+Q5FtN/t+Ofz+rbX7uTr9+Tq9y5fvlh+y7rY7+n0+lJ6yS1evt7l9Sxdvr/b8L3a8BRLtpev31mAy+v0+k13yLLD59Hm9PT5/c3Z8LXG6Oby+pXG5aG54vX3/Git2LvZ79bg8vr8/vP4/Mjh8+Pw+Ofy+sPd8cfj9G2P0cDc783k9Ex2x6DK5xlOuCBUumWJztDm9DZkwLTF6Ojt92yP0s7a8OPq9m6Y1d3l9cHP7OLp9kNvxNPo9Wes2DNhwJSv3uDt+Ovw+cDP6yNVuurv+Nbf8pjI5aDL56G44rTL6h1RuWaJz9bp9tDo9u31+oWi2TZlwMfg8E16yd7t99Hc8Vl+ysri897l9JCq3FB5yPL1++/2/MLQ7HGb1j9sw////2AvJ1QAAADsSURBVHjaRM9ZMwNREAXgnpvLZKOENsQSJrTlIjHEEhQZS2JJxljHmoT+//9B37w4j19Xna4DzKzGDbHKLN+MdZlB4GNJ8fV9AbH1W7ew7g6zn9ORt/uM8wJkBOs7eHai/P05Bnp0S8ynBQz2qk9v0jEbTyjpKWZRI0Z9hqlV29u9ynQmR6PAY7g0NYH+efvzYDHAQ4bExBY0Bi3E7BHDkGkI+MXN7+ncV1pKU1AhIiYbudgvx957c+t2YW2k1ugJUKmqdXs7DGdiN5+yW+hV4K4cVhI37wzGdX4u0skL9FYcRw2ANh74P38CDABMCjqJfzUcfQAAAABJRU5ErkJggg==
20160504022936	http://www.theroomz.yoyo.pl/danger/	20160504022936__d6dbb3744c81.html	http://ajax.googleapis.com/ajax/libs/jquery/1.4.2/jquery.min.js
20160504022936	http://www.theroomz.yoyo.pl/danger/	20160504022936__d6dbb3744c81.html	https://www.google.com/adsense/support/bin/request.py?contact=abg_afc&hideleadgen=1
20160504022936	http://www.theroomz.yoyo.pl/danger/	20160504022936__d6dbb3744c81.html	Y3JlPTE0NjIzMjg5NzUmdGNpZD13d3cudGhlcm9vbXoueW95by5wbDU3Mjk1ZThmNWZkZjE3LjUxMzU5Mjk2JmZraT03MzQwNDEmdGFzaz1zZWFyY2gmZG9tYWluPXlveW8ucGwmcz03MTQxNmYyZWVhNGIxNzVmNjFiOCZsYW5ndWFnZT1ubCZhX2lkPTEmdHJhY2txdWVyeT0x
20160504022936	http://www.theroomz.yoyo.pl/danger/	20160504022936__d6dbb3744c81.html	http://www.theroomz.yoyo.pl/search/redirect.php?f=http%3A%2F%2Fvq91811.com%2Fctrd%2Fclick%2Fnewjump1.do%3Faffiliate%3D45549%26subid%3D523292%26terms%3Dyoyo%26ai%3DuWMKbE42qiWldTLCnGMMmUIWEpm8dpJl_CerBmg_zKiaCu9H1XTV2T0M2BK4NQoFIx6VZlzfHIwYCqe8UzYcjlTsgjOrmlglUiX7owQJx9S1pOZBMSsQjVnokVezFckVdLEbj3IpjsnRGdpkGgkvC7pFIXI2TYPFPg1E2UsG7_XQOaGOcPrlshB-WwCVj_IfnOuqeKHPfGq_MwdtHZt7LaC-9PpBRJoaI2UzxwHqKypN56f6y9Q4wNvp3fKnTJVicSKpKuiVgJYZ0Ag06FsdREb_7sBTQKGutJ8EbitJicitwcsHvkoNaBCUhZEwVaA8Cwvuv4YbjMsBz4UY38Hug-aNEvvlZ8GrfqhC3J8Ol3oNVx9i0C86BNrmvUZfcR0w3i2-q1xEEuo4ictAhnQ0RPGYWvXjaz39&v=OGZmOTcxMDJjY2U0OTFiOTNhMmMwOWYzYzk3MjE4MGQJMQl3d3cudGhlcm9vbXoueW95by5wbDU3Mjk1ZThmNWZkZjE3LjUxMzU5Mjk2CXd3dy50aGVyb29tei55b3lvLnBsNTcyOTVlOGY1ZmViZDkuMDAyODQ1OTEJMTQ2MjMyODk3NQlhZF83XzA=&l=NQlBRFMJNzE5OGI5ZGExZGQyYTg3ZjhiNmExMzk2ZDg1YzQwODgJMC4wMDAzCTAJMTIJCTMxCTEJMQkwCTcwNjkxNjMwMmVmNTE2Mjc5MWIyMTg2ZmU1MTk2YmNlCWh0dHA6Ly93d3cud2lucHJpemVzLmNvbQkyMDUyNjEyMzUJYwk3MzQwNDEJCXlveW8JMTAxMQk3CTEwCTgJMTQ2MjMyODk3NQkwLjAwMzE1CU4JMAkwCTAJCTAuMDAwMwkJCQkJCXd3dy50aGVyb29tei55b3lvLnBsNTcyOTVlOGY1ZmRmMTcuNTEzNTkyOTYJMC4wMDMxNQkwCQkxCTAJMTI5MQk4NjY2ODY4MQkJMTA5LjIzNi44NC4xMjk%3D
20160504022936	http://www.theroomz.yoyo.pl/danger/	20160504022936__d6dbb3744c81.html	http://sedoparking.com/nl
20160504022936	http://www.theroomz.yoyo.pl/danger/	20160504022936__d6dbb3744c81.html	http://img.sedoparking.com/templates/brick_gfx/common/logo_blue.png
20160504022936	http://www.theroomz.yoyo.pl/danger/	20160504022936__d6dbb3744c81.html	http://www.sedo.com/services/parking.php3?language=nl&partnerid=20293
20160504022936	http://www.theroomz.yoyo.pl/danger/	20160504022936__d6dbb3744c81.html	http://www.networkadvertising.org/managing/opt_out.asp
20160504022936	http://www.theroomz.yoyo.pl/danger/	20160504022936__d6dbb3744c81.html	<%=pathImg%
